time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-22T12:02:14.680Z,36.5448333,-121.1378333,8.79,2.73,md,68,69,0.04675,0.11,nc,nc73330441,2020-01-25T05:30:02.698Z,"2km NNE of Pinnacles, CA",earthquake,0.13,0.25,0.183,90,reviewed,nc,nc
2020-01-22T12:01:41.400Z,35.879,-117.6818333,2.8,0.78,ml,12,82,0.07334,0.13,ci,ci39277960,2020-01-22T12:05:22.681Z,"21km ESE of Little Lake, CA",earthquake,0.26,0.37,0.218,11,automatic,ci,ci
2020-01-22T12:00:30.280Z,35.7053333,-117.552,8.09,0.52,ml,13,127,0.08427,0.12,ci,ci39277952,2020-01-22T12:04:07.677Z,"15km NE of Ridgecrest, CA",earthquake,0.39,1,0.127,8,automatic,ci,ci
2020-01-22T11:57:08.130Z,17.892,-66.869,13,2.49,ml,11,225,0.0837,0.15,pr,pr2020022035,2020-01-26T00:13:58.352Z,"9km SSE of Guanica, Puerto Rico",earthquake,1,0.46,0,0,reviewed,pr,pr
2020-01-22T11:56:33.970Z,33.0441667,-116.4221667,6.29,1.07,ml,31,69,0.07284,0.23,ci,ci39277944,2020-01-22T12:00:21.652Z,"17km ESE of Julian, CA",earthquake,0.35,1.19,0.231,24,automatic,ci,ci
2020-01-22T11:56:12.170Z,17.9291,-66.8303,8,2.52,md,11,213,0.0671,0.12,pr,pr2020022034,2020-01-26T00:14:55.744Z,"7km S of Indios, Puerto Rico",earthquake,0.84,0.58,0.33,6,reviewed,pr,pr
2020-01-22T11:55:11.623Z,63.0922,-150.8606,131.6,1.6,ml,,,,0.25,ak,ak02010kp7ss,2020-01-22T12:10:37.726Z,"93km NNW of Talkeetna, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-01-22T11:53:25.020Z,17.8875,-66.8621,10,2.48,md,11,226,0.0893,0.1,pr,pr2020022033,2020-01-26T00:15:23.592Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.72,0.5,0.01,5,reviewed,pr,pr
2020-01-22T11:49:02.010Z,35.907,-117.7416667,9.24,0.87,ml,14,57,0.07481,0.13,ci,ci39277920,2020-01-22T11:52:32.610Z,"15km ESE of Little Lake, CA",earthquake,0.31,0.8,0.277,9,automatic,ci,ci
2020-01-22T11:47:30.030Z,35.9231682,-120.958168,9.18,1.09,md,9,226,0.1159,0.04,nc,nc73330436,2020-01-22T13:43:03.548Z,"12km SSW of San Ardo, CA",earthquake,1.4,2.3,0.15,2,automatic,nc,nc
2020-01-22T11:44:16.650Z,17.9626,-66.8306,11,2.4,md,11,203,0.0502,0.16,pr,pr2020022032,2020-01-26T00:16:46.963Z,"3km SSW of Indios, Puerto Rico",earthquake,0.98,0.54,0.03,3,reviewed,pr,pr
2020-01-22T11:35:24.470Z,38.8143349,-122.8216629,2.58,0.76,md,17,94,0.008017,0.02,nc,nc73330426,2020-01-22T12:44:03.179Z,"7km NW of The Geysers, CA",earthquake,0.29,0.49,0.13,4,automatic,nc,nc
2020-01-22T11:35:14.320Z,63.333,-151.3912,5.8,1.3,ml,,,,0.76,ak,ak02010kkxom,2020-01-22T12:10:37.079Z,"122km W of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-22T11:34:55.940Z,33.3333333,-116.4073333,7.3,0.82,ml,25,70,0.06548,0.16,ci,ci39277912,2020-01-22T15:20:38.520Z,"9km NNW of Borrego Springs, CA",earthquake,0.26,0.77,0.117,19,reviewed,ci,ci
2020-01-22T11:34:26.350Z,48.9625,-120.5085,9.44,1.92,ml,12,111,,0.56,uw,uw61567602,2020-01-22T18:36:13.730Z,"41km N of Mazama, Washington",earthquake,1.01,15.36,0.127766762965119,4,reviewed,uw,uw
2020-01-22T11:30:57.230Z,33.4938333,-116.7846667,6.08,0.7,ml,27,33,0.02266,0.15,ci,ci39277904,2020-01-22T15:20:41.860Z,"9km NE of Aguanga, CA",earthquake,0.18,0.7,0.133,21,reviewed,ci,ci
2020-01-22T11:27:41.510Z,17.9061,-66.8545,14,2.49,md,11,221,0.0733,0.12,pr,pr2020022030,2020-01-26T00:16:54.640Z,"8km SSE of Maria Antonia, Puerto Rico",earthquake,1.12,0.58,0.15,4,reviewed,pr,pr
2020-01-22T11:15:51.620Z,35.646,-117.478,7.17,0.82,ml,16,128,0.0478,0.15,ci,ci39277888,2020-01-22T11:19:34.405Z,"15km SSW of Searles Valley, CA",earthquake,0.38,0.57,0.079,6,automatic,ci,ci
2020-01-22T11:04:12.817Z,54.8747,161.5092,55.17,5.6,mww,,33,2.509,1,us,us60007crw,2020-01-23T11:06:46.792Z,"162km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,8.5,5.6,0.066,22,reviewed,us,us
2020-01-22T10:58:22.820Z,35.8973333,-117.7258333,7.08,0.97,ml,18,58,0.07935,0.12,ci,ci39277880,2020-01-22T15:20:45.704Z,"17km ESE of Little Lake, CA",earthquake,0.22,0.72,0.149,14,reviewed,ci,ci
2020-01-22T10:52:31.274Z,50.7919,-179.8784,10,3.9,mb,,232,0.782,1.03,us,us60007crt,2020-01-22T21:10:39.550Z,"75km SW of Amatignak Island, Alaska",earthquake,7.2,2,0.115,20,reviewed,us,us
2020-01-22T10:47:15.580Z,17.931,-66.7623,5,2.23,md,8,224,0.1249,0.13,pr,pr2020022028,2020-01-26T00:17:57.640Z,"8km SW of Tallaboa, Puerto Rico",earthquake,1.26,0.53,0.22,3,reviewed,pr,pr
2020-01-22T10:35:03.290Z,19.4494991,-155.5850067,-3.44,1.86,ml,27,55,0.01689,0.3,hv,hv71343342,2020-01-22T10:40:37.250Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake,0.4,0.41,4.65,4,automatic,hv,hv
2020-01-22T10:34:58.690Z,18.0226,-66.7375,15,2.81,md,11,171,0.1328,0.22,pr,pr2020022004,2020-01-23T10:38:14.040Z,"3km S of Penuelas, Puerto Rico",earthquake,0.84,0.64,0.37,7,reviewed,pr,pr
2020-01-22T10:31:55.480Z,17.9523,-66.9331,11,2.07,md,8,215,0.0585,0.1,pr,pr2020022045,2020-01-26T04:45:52.138Z,"3km SW of Guanica, Puerto Rico",earthquake,0.66,0.42,0.46,4,reviewed,pr,pr
2020-01-22T10:31:49.990Z,34.3848333,-117.6131667,9.23,0.96,ml,26,78,0.05387,0.11,ci,ci39277872,2020-01-24T16:59:17.198Z,"3km NE of Wrightwood, CA",earthquake,0.19,0.29,0.119,13,reviewed,ci,ci
2020-01-22T10:26:38.450Z,34.3856667,-117.6155,7.79,2.44,ml,113,20,0.052,0.2,ci,ci39277864,2020-01-22T18:38:05.566Z,"3km NNE of Wrightwood, CA",earthquake,0.13,0.4,0.176,137,reviewed,ci,ci
2020-01-22T10:25:06.540Z,36.5266685,-121.1086655,8.35,1.33,md,6,103,0.07596,0.06,nc,nc73330406,2020-01-22T11:34:02.778Z,"3km E of Pinnacles, CA",earthquake,0.59,1.78,0.32,6,automatic,nc,nc
2020-01-22T10:18:00.361Z,68.5772,-147.1022,0,2.2,ml,,,,0.82,ak,ak02010jvtu6,2020-01-22T11:10:37.163Z,"81km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-22T10:11:15.095Z,50.4165,179.9723,10,4.1,mb,,200,1.051,0.6,us,us60007cqy,2020-01-22T21:10:38.567Z,"114km SW of Amatignak Island, Alaska",earthquake,7.8,2,0.091,33,reviewed,us,us
2020-01-22T10:10:10.000Z,17.9601,-66.9426,11,2.45,md,10,211,0.0652,0.12,pr,pr2020022039,2020-01-26T00:11:12.601Z,"3km WSW of Guanica, Puerto Rico",earthquake,0.88,0.48,0.32,5,reviewed,pr,pr
2020-01-22T10:09:26.779Z,-15.3246,166.658,66.46,4.9,mb,,58,6.26,0.87,us,us60007cqw,2020-01-22T10:27:14.040Z,"51km SW of Port-Olry, Vanuatu",earthquake,11.8,7.8,0.097,33,reviewed,us,us
2020-01-22T10:07:50.950Z,38.8431664,-122.831337,1.79,0.59,md,10,112,0.005603,0.07,nc,nc73330401,2020-01-22T11:05:03.633Z,"10km WNW of Cobb, CA",earthquake,0.38,0.7,0.01,2,automatic,nc,nc
2020-01-22T09:57:49.320Z,33.494,-116.7858333,4.79,0.63,ml,28,39,0.02197,0.13,ci,ci39277856,2020-01-22T15:21:51.370Z,"9km NE of Aguanga, CA",earthquake,0.18,0.81,0.119,19,reviewed,ci,ci
2020-01-22T09:53:33.820Z,19.2124996,-155.4166718,33.51,1.86,md,39,158,0.03077,0.12,hv,hv71343272,2020-01-22T09:56:56.020Z,"6km E of Pahala, Hawaii",earthquake,0.62,0.81,0.11,12,automatic,hv,hv
2020-01-22T09:49:49.470Z,38.8214989,-122.7911682,0.51,0.55,md,7,133,0.01389,0.01,nc,nc73330396,2020-01-22T10:38:04.042Z,"6km NNW of The Geysers, CA",earthquake,0.34,1.23,,1,automatic,nc,nc
2020-01-22T09:49:02.720Z,19.2018337,-155.4186707,30.34,2.28,ml,26,163,0.04073,0.16,hv,hv71343262,2020-01-22T09:54:43.930Z,"6km E of Pahala, Hawaii",earthquake,0.78,1.54,5.44,3,automatic,hv,hv
2020-01-22T09:49:01.900Z,19.184,-155.4123383,33.89,2.28,ml,50,173,0.05498,0.19,hv,hv71343257,2020-01-22T09:54:38.590Z,"7km ESE of Pahala, Hawaii",earthquake,0.6,0.87,5.44,3,automatic,hv,hv
2020-01-22T09:44:49.510Z,17.9171,-66.8753,11,2.27,md,9,229,0.0581,0.09,pr,pr2020022036,2020-01-26T00:12:16.240Z,"6km SSE of Guanica, Puerto Rico",earthquake,0.74,0.43,0.16,5,reviewed,pr,pr
2020-01-22T09:37:09.950Z,17.9673,-66.9366,10,4.2,ml,11,203,0.0579,0.12,pr,pr2020022003,2020-01-23T09:39:18.791Z,"3km SW of Guanica, Puerto Rico",earthquake,1.01,0.54,0.19,4,reviewed,pr,pr
2020-01-22T09:36:04.800Z,17.9565,-66.939,11,2.3,md,11,209,0.0626,0.12,pr,pr2020022031,2020-01-26T00:16:32.584Z,"3km WSW of Guanica, Puerto Rico",earthquake,0.73,0.35,0.29,5,reviewed,pr,pr
2020-01-22T09:31:11.790Z,17.8363,-66.8703,11,2.93,md,11,257,0.1391,0.1,pr,pr2020022029,2020-01-26T00:18:25.394Z,"20km SSE of Guanica, Puerto Rico",earthquake,0.87,0.55,0.2,4,reviewed,pr,pr
2020-01-22T09:23:58.380Z,35.6598333,-117.54,7.45,1.52,ml,25,66,0.04454,0.17,ci,ci39277848,2020-01-22T17:26:32.901Z,"13km ENE of Ridgecrest, CA",earthquake,0.29,0.82,0.113,22,reviewed,ci,ci
2020-01-22T09:23:49.557Z,-24.2947,-66.8893,190.14,4.5,mb,,144,1.784,0.68,us,us60007cq4,2020-01-22T10:47:50.040Z,"58km W of San Antonio de los Cobres, Argentina",earthquake,11.8,10.5,0.191,8,reviewed,us,us
2020-01-22T09:21:19.950Z,33.4796667,-116.394,8.92,0.85,ml,27,93,0.05103,0.23,ci,ci39277840,2020-01-22T09:24:54.679Z,"22km SSW of La Quinta, CA",earthquake,0.34,1.16,0.163,20,automatic,ci,ci
2020-01-22T09:20:13.800Z,44.6463333,-110.7385,4.22,0.04,md,7,130,0.07905,0.12,uu,uu60357527,2020-01-22T19:25:25.560Z,"21km NNE of Old Faithful Geyser, Wyoming",earthquake,0.39,0.92,0.138,3,reviewed,uu,uu
2020-01-22T09:18:48.900Z,35.6741667,-117.52,7.63,1.29,ml,23,118,0.06561,0.16,ci,ci39277832,2020-01-22T15:22:54.860Z,"15km SW of Searles Valley, CA",earthquake,0.34,0.82,0.13,15,reviewed,ci,ci
2020-01-22T09:14:46.829Z,58.0007,-156.5824,7.9,1.8,ml,,,,0.33,ak,ak02010j9k0e,2020-01-22T10:10:37.375Z,"76km S of King Salmon, Alaska",earthquake,,1,,,automatic,ak,ak
2020-01-22T09:14:31.020Z,44.6563333,-110.7476667,2.21,0.12,md,7,202,0.07498,0.13,uu,uu60357522,2020-01-22T19:18:12.250Z,"22km NNE of Old Faithful Geyser, Wyoming",earthquake,0.77,31.61,0.146,4,reviewed,uu,uu
2020-01-22T09:14:20.390Z,34.95833333,-97.71416667,6.47,1.45,ml,33,50,0.1043795172,0.27,ok,ok2020bnbw,2020-01-22T14:22:22.284Z,"17km NW of Lindsay, Oklahoma",earthquake,,0.7,0.21,9,reviewed,ok,ok
2020-01-22T09:04:48.380Z,38.8126678,-122.8236694,2.2,0.56,md,15,57,0.005737,0.02,nc,nc73330391,2020-01-22T10:10:02.181Z,"7km NW of The Geysers, CA",earthquake,0.26,0.5,0.01,3,automatic,nc,nc
2020-01-22T09:02:43.510Z,32.4161667,-115.2536667,4.8,2.13,ml,25,101,0.04354,0.32,ci,ci39277824,2020-01-22T18:55:43.423Z,"9km NW of Delta, B.C., MX",earthquake,0.5,1.52,0.195,29,reviewed,ci,ci
2020-01-22T09:01:59.320Z,35.7471667,-117.5886667,6.6,0.65,ml,15,125,0.0688,0.16,ci,ci39277816,2020-01-22T15:22:25.832Z,"16km NNE of Ridgecrest, CA",earthquake,0.57,0.97,0.157,8,reviewed,ci,ci
2020-01-22T09:01:38.069Z,61.2788,-149.9999,20.2,3.4,ml,,,,0.55,ak,ak02010j6twj,2020-01-24T03:29:17.953Z,"10km NNW of Anchorage, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-01-22T09:01:07.960Z,33.6591667,-116.7116667,15.34,0.49,ml,17,98,0.05191,0.12,ci,ci39277808,2020-01-22T09:04:41.402Z,"9km S of Idyllwild, CA",earthquake,0.36,0.58,0.221,11,automatic,ci,ci
2020-01-22T08:52:56.340Z,32.413,-115.2503333,23.2,3,ml,41,69,0.04669,0.31,ci,ci39277800,2020-01-28T14:15:49.965Z,"8km NW of Delta, B.C., MX",earthquake,0.54,1.19,0.191,54,reviewed,ci,ci
2020-01-22T08:51:55.260Z,19.2021675,-155.5034943,33.66,2.03,md,53,64,0.04616,0.13,hv,hv71343202,2020-01-22T08:55:07.260Z,"2km W of Pahala, Hawaii",earthquake,0.45,0.72,0.14,12,automatic,hv,hv
2020-01-22T08:50:01.640Z,38.8313332,-122.8181686,1.77,1.32,md,25,49,0.01014,0.02,nc,nc73330386,2020-01-22T09:43:03.011Z,"8km NW of The Geysers, CA",earthquake,0.18,0.36,0.03,5,automatic,nc,nc
2020-01-22T08:45:09.230Z,38.8190002,-122.8151703,2.6,1.35,md,31,45,0.005925,0.03,nc,nc73330381,2020-01-22T09:16:02.846Z,"7km NW of The Geysers, CA",earthquake,0.19,0.36,0.12,8,automatic,nc,nc
2020-01-22T08:39:28.890Z,33.8975,-116.8741667,12.97,1.21,ml,63,34,0.07665,0.14,ci,ci39277792,2020-01-24T21:13:08.240Z,"3km S of Banning, CA",earthquake,0.12,0.35,0.163,48,reviewed,ci,ci
2020-01-22T08:38:36.420Z,33.5098333,-116.4526667,5.59,0.94,ml,35,70,0.02628,0.23,ci,ci39277784,2020-01-22T08:42:17.736Z,"21km ESE of Anza, CA",earthquake,0.27,0.68,0.13,27,automatic,ci,ci
2020-01-22T08:38:30.407Z,58.2648,-155.1718,3.9,0.8,ml,,,,0.54,ak,ak02010itb9c,2020-01-23T20:43:06.520Z,"100km ESE of King Salmon, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-01-22T08:36:34.806Z,37.1772,-118.0647,0,1.2,ml,8,108.25,0.181,0.1751,nn,nn00715623,2020-01-23T02:08:21.749Z,"20km E of Big Pine, California",earthquake,,0,0.45,5,reviewed,nn,nn
2020-01-22T08:34:59.282Z,59.8092,-153.2008,122.5,1.9,ml,,,,0.68,ak,ak02010isimn,2020-01-22T09:10:37.232Z,"76km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-22T08:32:58.900Z,46.8755,-112.4776667,13.41,1.33,ml,11,98,0.146,0.13,mb,mb80378974,2020-01-22T15:05:17.810Z,"17km ESE of Lincoln, Montana",earthquake,0.57,0.59,0.149,3,reviewed,mb,mb
2020-01-22T08:29:14.382Z,50.9726,-179.8509,11.1,3.4,ml,,,,0.51,ak,ak02010ircox,2020-01-22T21:10:37.539Z,"61km WSW of Amatignak Island, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-01-22T08:24:39.390Z,33.9773333,-116.3848333,2.06,1.1,ml,22,58,0.04162,0.27,ci,ci39277776,2020-01-22T08:28:27.732Z,"11km E of Desert Hot Springs, CA",earthquake,0.44,0.53,0.17,26,automatic,ci,ci
2020-01-22T08:24:20.120Z,35.6295,-117.4256667,4.15,1.14,ml,21,86,0.05222,0.18,ci,ci39277768,2020-01-22T15:22:59.120Z,"16km S of Searles Valley, CA",earthquake,0.3,0.61,0.168,14,reviewed,ci,ci
2020-01-22T08:21:41.410Z,17.9845,-66.7493,12,2.65,md,11,189,0.1302,0.16,pr,pr2020022027,2020-01-26T00:19:05.963Z,"3km WSW of Tallaboa, Puerto Rico",earthquake,1.05,0.47,0.36,9,reviewed,pr,pr
2020-01-22T08:19:22.160Z,58.265,-155.1088333,4.35,-0.66,ml,6,140,0.03958,0.08,av,av70865879,2020-01-23T20:40:04.640Z,"102km ESE of King Salmon, Alaska",earthquake,0.38,0.71,0.11,6,reviewed,av,av
2020-01-22T08:11:36.690Z,46.8966667,-112.5158333,15.6,0.85,ml,7,122,0.113,0.05,mb,mb80379024,2020-01-22T16:55:40.620Z,"14km ESE of Lincoln, Montana",earthquake,0.47,0.38,,0,reviewed,mb,mb
2020-01-22T08:09:15.880Z,35.8986667,-117.7236667,5.56,0.55,ml,12,59,0.07715,0.09,ci,ci39277760,2020-01-22T08:12:51.844Z,"17km ESE of Little Lake, CA",earthquake,0.2,0.93,0.127,4,automatic,ci,ci
2020-01-22T08:06:53.680Z,35.6426667,-117.4786667,8.51,2.34,ml,33,76,0.04444,0.15,ci,ci39277752,2020-01-22T16:09:17.559Z,"15km SSW of Searles Valley, CA",earthquake,0.26,0.46,0.153,26,automatic,ci,ci
2020-01-22T08:05:33.630Z,17.8856,-66.8636,13,2.81,md,11,227,0.0908,0.09,pr,pr2020022026,2020-01-26T00:19:06.960Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.9,0.34,0.19,4,reviewed,pr,pr
2020-01-22T08:04:43.860Z,33.8933333,-116.2823333,6.39,0.86,ml,21,128,0.09609,0.18,ci,ci39277744,2020-01-22T08:08:31.792Z,"13km NE of Thousand Palms, CA",earthquake,0.39,1.05,0.13,21,automatic,ci,ci
2020-01-22T08:00:48.540Z,58.2481667,-155.1506667,4.39,0.17,ml,8,141,0.06684,0.09,av,av70865874,2020-01-23T20:07:16.350Z,"100km ESE of King Salmon, Alaska",earthquake,0.36,0.7,0.205,8,reviewed,av,av
2020-01-22T07:58:30.492Z,60.3884,-141.4216,0,1.5,ml,,,,0.61,ak,ak02010ic5zd,2020-01-22T08:10:37.333Z,"66km ENE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-22T07:58:22.280Z,18.0315,-66.847,21,2.52,md,10,122,0.0649,0.15,pr,pr2020022022,2020-01-25T16:47:19.627Z,"0km SE of Yauco, Puerto Rico",earthquake,0.98,1.44,0.3,4,reviewed,pr,pr
2020-01-22T07:41:10.790Z,34.3005,-118.4855,7.72,3.6,ml,193,20,0.0192,0.25,ci,ci39277736,2020-01-28T22:49:28.603Z,"4km NNE of Granada Hills, CA",earthquake,0.12,0.39,0.149,331,reviewed,ci,ci
2020-01-22T07:37:45.890Z,19.2175007,-155.4043274,31.54,2.36,md,45,153,0.08245,0.13,hv,hv71343082,2020-01-22T07:40:51.140Z,"8km E of Pahala, Hawaii",earthquake,0.66,0.72,0.43,4,automatic,hv,hv
2020-01-22T07:36:06.870Z,38.2998333,-112.8676667,5.12,0.32,md,4,162,0.1588,0.03,uu,uu60357512,2020-01-22T16:39:08.080Z,"16km SE of Milford, Utah",earthquake,0.46,3,0.609,3,reviewed,uu,uu
2020-01-22T07:33:12.700Z,52.0695,-176.118,4.72,0.42,ml,6,113,0.02309,0.18,av,av70865869,2020-01-23T20:02:12.900Z,"42km ENE of Adak, Alaska",earthquake,0.54,0.94,0.3,6,reviewed,av,av
2020-01-22T07:21:20.010Z,17.8588,-66.8558,10,2.17,md,11,233,0.1186,0.15,pr,pr2020022019,2020-01-25T16:44:44.182Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.78,0.61,0.18,3,reviewed,pr,pr
2020-01-22T07:17:22.240Z,17.937,-66.8275,8,2.74,md,12,211,0.0642,0.22,pr,pr2020022025,2020-01-25T18:01:42.598Z,"6km S of Indios, Puerto Rico",earthquake,1.37,0.83,0.28,4,reviewed,pr,pr
2020-01-22T07:17:04.370Z,19.2143326,-155.4331665,33.18,2.04,ml,54,130,0.04083,0.13,hv,hv71343067,2020-01-22T07:22:41.670Z,"5km ENE of Pahala, Hawaii",earthquake,0.56,0.85,5.21,3,automatic,hv,hv
2020-01-22T07:12:07.540Z,35.7025,-117.5271667,2.44,0.91,ml,13,133,0.08725,0.16,ci,ci39277728,2020-01-22T07:16:00.337Z,"13km WSW of Searles Valley, CA",earthquake,0.43,0.51,0.13,10,automatic,ci,ci
2020-01-22T07:11:09.520Z,37.5096667,-118.8526667,2.78,0.79,md,13,286,0.08238,0.03,nc,nc73330361,2020-01-23T01:02:03.259Z,"16km WSW of Toms Place, CA",earthquake,0.59,1.57,0.141,12,reviewed,nc,nc
2020-01-22T07:09:27.420Z,36.0243333,-117.7745,3.06,0.29,ml,4,131,0.007541,0.12,ci,ci37433061,2020-01-22T17:08:03.785Z,"15km NE of Little Lake, CA",earthquake,1.24,1.25,0.137,2,reviewed,ci,ci
2020-01-22T07:09:19.540Z,35.6841667,-117.5308333,9,0.92,ml,30,53,0.06939,0.18,ci,ci39277712,2020-01-22T17:06:25.340Z,"15km SW of Searles Valley, CA",earthquake,0.21,0.64,0.163,9,reviewed,ci,ci
2020-01-22T07:08:40.010Z,52.0673333,-176.1136667,4.55,0.81,ml,6,109,0.024,0.18,av,av62126721,2020-01-23T02:30:26.690Z,"42km ENE of Adak, Alaska",earthquake,0.5,0.95,0.33,6,reviewed,av,av
2020-01-22T07:08:36.797Z,31.798,103.2311,10,4.7,mb,,78,11.756,0.8,us,us60007cnf,2020-01-22T07:23:10.138Z,"23km SW of Se'ergu, China",earthquake,12.2,1.9,0.093,35,reviewed,us,us
2020-01-22T07:01:13.490Z,52.0698333,-176.1115,-0.63,-0.19,ml,4,177,0.02649,0.19,av,av70865864,2020-01-23T19:58:40.800Z,"43km ENE of Adak, Alaska",earthquake,0.43,0.55,0.358,4,reviewed,av,av
2020-01-22T06:55:06.980Z,33.9715,-116.3925,1.79,1.69,ml,49,89,0.03358,0.21,ci,ci39277704,2020-01-22T06:59:06.754Z,"10km E of Desert Hot Springs, CA",earthquake,0.25,0.37,0.179,26,automatic,ci,ci
2020-01-22T06:53:59.300Z,17.9173,-66.7863,7,2.6,md,12,215,0.1094,0.08,pr,pr2020022024,2020-01-28T14:07:17.040Z,"9km SSE of Indios, Puerto Rico",earthquake,0.7,0.33,0.07,5,reviewed,pr,pr
2020-01-22T06:50:05.653Z,57.7875,-153.8146,13.1,1.4,ml,,,,0.35,ak,ak02010hoyqd,2020-01-22T07:10:38.424Z,"29km NNE of Larsen Bay, Alaska",earthquake,,7.2,,,automatic,ak,ak
2020-01-22T06:41:56.444Z,61.4815,-149.92,30.3,1.5,ml,,,,0.71,ak,ak02010hn57g,2020-01-22T07:10:37.849Z,"4km SSE of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-01-22T06:23:37.390Z,38.840168,-122.8389969,1.46,0.44,md,12,115,0.01731,0.02,nc,nc73330351,2020-01-22T06:48:02.927Z,"10km NW of The Geysers, CA",earthquake,0.27,0.45,0.33,2,automatic,nc,nc
2020-01-22T06:22:28.391Z,50.9327,-179.9075,33.64,4,mb,,229,0.668,1.12,us,us60007cmm,2020-01-28T14:04:16.040Z,"66km WSW of Amatignak Island, Alaska",earthquake,7.9,17.7,0.052,101,reviewed,us,us
2020-01-22T06:22:01.420Z,37.6546667,-118.8896667,2.09,0.59,md,9,185,0.01173,0.03,nc,nc73330346,2020-01-24T20:00:04.593Z,"8km ENE of Mammoth Lakes, CA",earthquake,0.52,0.54,0.167,8,reviewed,nc,nc
2020-01-22T06:20:38.260Z,17.923,-66.8175,10,2.79,md,12,214,0.0808,0.07,pr,pr2020022021,2020-01-25T18:04:00.694Z,"7km S of Indios, Puerto Rico",earthquake,0.72,0.46,0.21,4,reviewed,pr,pr
2020-01-22T06:19:53.930Z,19.1981659,-155.4609985,35.26,1.79,md,41,153,0.06151,0.11,hv,hv71342977,2020-01-22T06:23:20.010Z,"2km ESE of Pahala, Hawaii",earthquake,0.75,0.91,0.18,3,automatic,hv,hv
2020-01-22T06:07:21.874Z,51.003,-179.7953,47.84,4.7,mb,,191,0.681,1.09,us,us60007cmf,2020-01-22T20:10:41.934Z,"56km WSW of Amatignak Island, Alaska",earthquake,7,8.6,0.034,262,reviewed,us,us
2020-01-22T06:04:57.550Z,17.9366,-66.8216,14,2.97,md,12,211,0.0693,0.14,pr,pr2020022018,2020-01-25T16:41:45.110Z,"6km S of Indios, Puerto Rico",earthquake,0.59,0.44,0.34,5,reviewed,pr,pr
2020-01-22T05:59:38.420Z,36.0085,-117.8051667,1.12,0.82,ml,8,82,0.02613,0.1,ci,ci39277552,2020-01-22T06:03:13.424Z,"12km NE of Little Lake, CA",earthquake,0.24,0.38,0.093,9,automatic,ci,ci
2020-01-22T05:58:35.555Z,67.5187,-160.9691,10.8,3.4,ml,,,,0.61,ak,ak02010h5bay,2020-01-28T13:45:46.040Z,"85km E of Noatak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-22T05:52:11.990Z,35.6178333,-117.4476667,6.94,1.11,ml,16,58,0.03343,0.18,ci,ci39277544,2020-01-22T15:25:38.068Z,"17km SSW of Searles Valley, CA",earthquake,0.37,0.63,0.175,12,reviewed,ci,ci
2020-01-22T05:48:20.490Z,61.6218,-149.982,42.1,1,ml,,,,0.46,ak,ak02010h33nu,2020-01-22T20:10:39.734Z,"8km W of Houston, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-22T05:41:26.588Z,61.7162,-148.7849,34.4,1.7,ml,,,,0.86,ak,ak02010h1n9w,2020-01-22T06:10:37.856Z,"9km SSE of Sutton-Alpine, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-01-22T05:39:37.060Z,36.90833333,-99.886,7.68,2.24,ml,26,166,0.0413918775,0.2,ok,ok2020bmut,2020-01-22T14:10:45.043Z,"22km N of Laverne, Oklahoma",earthquake,,1.1,0.2,12,reviewed,ok,ok
2020-01-22T05:39:29.222Z,51.0432,-179.7893,10.56,3.4,ml,,227,0.663,0.47,us,us60007d4b,2020-01-28T13:32:23.040Z,"53km WSW of Amatignak Island, Alaska",earthquake,3.9,6.3,,,reviewed,us,ak
2020-01-22T05:39:18.440Z,35.8661667,-117.6973333,3.25,0.67,ml,15,87,0.07948,0.15,ci,ci39277536,2020-01-22T05:42:56.478Z,"20km ESE of Little Lake, CA",earthquake,0.3,1.28,0.076,8,automatic,ci,ci
2020-01-22T05:36:41.790Z,36.9751663,-121.4586639,0.15,1.59,md,11,102,0.04507,0.21,nc,nc73330336,2020-01-22T08:15:04.484Z,"10km ESE of Gilroy, CA",earthquake,0.53,5.09,0.18,10,automatic,nc,nc
2020-01-22T05:35:14.966Z,51.076,-179.9685,32.13,4.5,mb,,203,0.55,1.17,us,us60007cm1,2020-01-22T20:10:37.619Z,"63km WSW of Amatignak Island, Alaska",earthquake,6.7,7.4,0.038,199,reviewed,us,us
